name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Hugo Boss - Stand - HB153.0140,Stand,"
      Hugo Boss","EGP 7,245.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0140
Hugo Boss - Seek - HB153.0176,Seek,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0176
Lacoste - 12.12 - 2001091,12.12,"
      Lacoste","EGP 7,995.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,2001091
Tommy Hilfiger - Sport - 179.1817,Sport,"
      Tommy Hilfiger","EGP 9,145.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1817
Frederique Constant - Classics - FC - 220MS3B6,Classics,Unknown,"EGP 33,850.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Convex Sapphire,FC-220MS3B6
Frederique Constant - Classics - FC - 220MS3B6B,Classics,Unknown,"EGP 38,080.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Convex Sapphire,FC-220MS3B7
Emporio Armani - Renato - AR2434,Renato,"
      Emporio Armani","EGP 24,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,AR2434
Casio - Youth - MWD - 100H - 2AVDF,Youth,"
      Casio","EGP 3,650.00",Unisex,China,Quartz,Resin,Resin,Resin,MWD-100H-2AVDF
Casio - Edifice - EFV - 570D - 1AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-570D-1AVUDF
Casio - Edifice - EFV - C100D - 2AVDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-C100D-2AVDF
Casio - G - Shock - GM - S5600PG - 1DR,G-Shock,"
      Casio","EGP 16,295.00",Women,China,Quartz,Stainless Steel,Resin,Mineral,GM-S5600PG-1DR
Casio - G - Shock - GMA - S140NC - 5A2DR,G-Shock,Unknown,"EGP 9,795.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMA-S140NC-5A2DR
Casio - G - Shock - GMA - B800 - 9ADR,G-Shock,Unknown,"EGP 10,650.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMA-B800-9ADR
Casio - Edifice - EFV - 540D - 1A2VUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral Glass,EFV-540D-1A2VUDF
Casio - Edifice - EFV - 550D - 1AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral Glass,EFV-550D-1AVUDF
Casio - Edifice - EFV - 610CL - 7AVUDF,Edifice,"
      Casio","EGP 10,325.00",Men,China,Quartz,Stainless Steel,Genuine Leather Band,Mineral Glass,EFV-610CL-7AVUDF
Casio - G - Shock - GBD - 100SM - 1DR,G-Shock,"
      Casio","EGP 12,195.00",Men,China,Quartz,Resin,Resin,Mineral Glass,GBD-100SM-1DR
Tommy Hilfiger - Talia - 178.2370,Talia,"
      Tommy Hilfiger","EGP 13,360.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2370
Tommy Hilfiger - Asher - 179.1851,Asher,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1851
Tommy Hilfiger - Damon - 179.1846,Damon,"
      Tommy Hilfiger","EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1846
Tommy Hilfiger - Damon - 179.1847,Damon,"
      Tommy Hilfiger","EGP 12,080.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1847
Casio - G - Shock - GA - 2200M - 4ADR,G-Shock,"
      Casio","EGP 9,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2200M-4ADR
Lacoste - Ladycroc - 2001191,Ladycroc,"
      Lacoste","EGP 10,885.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001191
Casio - General - LTP - V002D - 2B3UDF,General,"
      LTP","EGP 2,095.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V002D-2B3UDF
Casio - General - LTP - V005D - 7BUDF,General,"
      Casio","EGP 1,875.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,LTP-V005D-7BUDF
Armani Exchange - Giacomo - AX2854,Giacomo,"
      Armani Exchange","EGP 14,495.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,AX2854
Hugo Boss - First - HB153.0246,First,"
      HB153.0246","EGP 7,245.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0246
Lacoste - Le Croc - 2011174,Le Croc,"
      Lacoste","EGP 9,060.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,2011174
Lacoste - 12.12 Women's Watch Peanuts - 2001188,12.12 Women's Watch Peanuts,"
      Lacoste","EGP 6,515.00",Women,China,Quartz,Plastic,Fabric (Cotton),Mineral,2001188
Tommy Hilfiger - San Diego Red - 179.1929,San Diego Red,"
      Tommy Hilfiger","EGP 6,900.00",Men,China,Quartz,Black Tr90,Silicone,Mineral,179.1929
Casio - Edifice - EFV - 550D - 2AVUDF,Edifice,"
      Casio","EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-550D-2AVUDF
Raymond Weil - Freelancer - 2755.S51.97001,Freelancer,"
      Raymond Weil","EGP 153,790.00",Women,Switzerland,Automatic,Stainless steel with rose gold PVD plating and black ceramic bezel,Stainless steel with rose gold PVD plating,Sapphire with anti-reflective coating on both sides,2755.S51.97001
Raymond Weil - Freelancer - 2761.STC.50001,Freelancer,"
      Raymond Weil","EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Leather,Sapphire with anti-glare treatment on both sides,2761.STC.50001
Raymond Weil - Maestro - 2227.SP5.20021,Maestro,"
      Raymond Weil","EGP 83,110.00",Men,Switzerland,Automatic,Stainless Steel with Rose Gold PVD Plating,Stainless Steel,Scratch-resistant sapphire crystal,2227.SP5.20021
Frederique Constant - Horological Smartwatch - FC - 285LNS5B6,Horological Smartwatch,"
      Frederique Constant","EGP 55,020.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Sapphire Crystal,FC-285LNS5B6
Frederique Constant - Smartwatch Ladies Vitality - FC - 286BG3B2B,Smartwatch Ladies Vitality,"
      Frederique Constant","EGP 52,880.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Sapphire crystal,FC-286BG3B2B
Frederique Constant - Smartwatch Vitality Gents - FC - 287B5B6,Smartwatch Vitality Gents,"
      Frederique Constant","EGP 52,880.00",Men,Switzerland,Quartz,Stainless Steel,Rubber,Resistant Sapphire Crystal,FC-287B5B6
Frederique Constant - Smartwatch Vitality Gents - FC - 287BG5B4,Smartwatch Vitality Gents,"
      Frederique Constant","EGP 63,460.00",Men,Switzerland,Quartz,Stainless steel,Rubber,Glass:  Resistant Sapphire Crystal,FC-287BG5B4
Frederique Constant - Smartwatch Vitality Gents - FC - 287BS5B6,Smartwatch Vitality Gents,"
      Frederique Constant","EGP 52,880.00",Men,Switzerland,Quartz,Stainless Steel,Rubber,Resistant Sapphire Crystal,FC-287BS5B6
Frederique Constant - Smartwatch Vitality Gents - FC - 287N5B6B,Smartwatch Vitality Gents,"
      Frederique Constant","EGP 55,020.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Resistant Sapphire Crystal,FC-287N5B6B
Frederique Constant - Classics Quartz Chronograph Ladies - FC - 291MPWD2R2B,Classics Quartz Chronograph Ladies,"
      Frederique Constant","EGP 76,170.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Resistant Sapphire Crystal,FC-291MPWD2R2B
Frederique Constant - Highlife Automatic COSC - FC - 303B4NH4,Highlife Automatic COSC,"
      Frederique Constant","EGP 119,670.00",Men,Switzerland,Automatic,Stainless steel,Leather,Resistant Sapphire Crystal,FC-303B4NH4
Frederique Constant - Highlife Automatic - FC - 303LG2NH6B,Highlife Automatic,"
      Frederique Constant","EGP 84,620.00",Women,Switzerland,Automatic,Stainless Steel,Stainless Steel,Resistant Sapphire Crystal,FC-303LG2NH6B
Lacoste - Victoria White - 2000827,Victoria White,"
      Lacoste","EGP 6,060.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2000827
Lacoste - Moon - 2001107,Moon,"
      Lacoste","EGP 10,885.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001107
Casio - Vintage - A168WGG - 1ADF,Vintage,"
      Casio","EGP 3,995.00",Unisex,China,Quartz,Resin / Black chrome plated,"Stainless Steel ,Adjustable Clasp",Resin,A168WGG-1ADF
MVMT - Bloom - D - FR01 - TIRGW,Bloom,Unknown,"EGP 3,895.00",Unisex,Unknown,Unknown,Stainless steel,Stainless steel,Mineral,D-FR01-TIRGW
Calvin Klein - CK Highno / CK high noon - K8M211C1,Unknown,Unknown,"EGP 8,570.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Highno / CK high noon - K8M211C6,Unknown,Unknown,"EGP 8,570.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK City - K2G2G1CD,Unknown,Unknown,"EGP 7,910.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K2G2G1CD
Calvin Klein - CK Highno / CK high noon - K8M271C6,Unknown,Unknown,"EGP 10,550.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - General - AQ - S810WC - 3AVDF,General,Unknown,"EGP 5,625.00",Unisex,China,Unknown,Plastic,Resin,Resin,AQ-S810WC-3AVDF
Casio - EDIFICE - EMA - 100D - 1A2VDF,Unknown,Unknown,"EGP 13,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G - Shock - GA - 100B - 4ADR,G-Shock,"
      Casio","EGP 8,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100B-4ADR
Casio - G - Shock - GA - 100B - 7ADR,G-Shock,"
      Casio","EGP 8,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100B-7ADR
Casio - G - Shock - GA - 100CF - 1ADR,G-Shock,"
      Casio","EGP 9,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100CF-1ADR
Casio - G - Shock - GA - 110 - 1ADR,G-Shock,"
      Casio","EGP 9,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110-1ADR
Casio - G - Shock - GA - 110RG - 1ADR,G-Shock,"
      Casio","EGP 10,450.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110RG-1ADR
Casio - G - SHOCK - GLS - 6900 - 2DR,Unknown,Unknown,"EGP 8,450.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tommy Hilfiger - Brooklyn - 179.1509,Unknown,Unknown,"EGP 10,255.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gucci - YA126.4075,Unknown,Unknown,"EGP 71,110.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lacoste - Fidji - 2010715,Fidji,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010715
Boss Black - HB151.3648,Denim,"
      boss","EGP 13,610.00",Men,China,Quartz,Stainless steel,Embossed crocodile pattern calfskin leather,Mineral,1513648
Hugo Boss - Solgrade - HB151.4030,Solgrade,"
      Hugo Boss","EGP 19,900.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral,1514030
Hugo Boss - Solgrade - HB151.4032,Solgrade,"
      Hugo Boss","EGP 20,900.00",Men,Unknown,Quartz,Stainless Steel,Stainless Steel,Mineral,1514032
Hugo Boss - Classic - HB151.4049,Classic,"
      Hugo Boss","EGP 13,990.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral,1514049
Hugo Boss - Velocity - HB151.4060,Velocity,"
      Hugo Boss","EGP 18,470.00",Men,Unknown,Quartz,Stainless Steel,Silicone,Mineral,1514060
Gucci - G - Timeless - YA126.284,Unknown,Unknown,"EGP 78,650.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gucci - G - Timeless - YA126.380,G-Timeless,"
      Gucci","EGP 123,110.00",Men,Switzerland,Automatic,Stainless Steel,Leather,Unknown,YA126.380
Gucci - G - Timeless - YA126.388,G-Timeless,"
      Gucci","EGP 120,830.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire glass with anti-reflecting coating,YA126.388
Gucci - G - Timeless - YA126.390,G-Timeless,"
      Gucci","EGP 128,810.00",Men,Switzerland,Automatic,Stainless Steel With Gold-Plated Bezel,Stainless Steel,Sapphire glass with anti-reflecting coating,YA126.390
Gucci - G - Flat - YA166.403,G-Flat,"
      Gucci","EGP 145,910.00",Unisex,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire glass With Anti Reflective Coating,YA166.403
Gucci - G - Timeless - YA126.4079,G-Timeless,"
      Gucci","EGP 67,250.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Sapphire glass,YA126.4079
Gucci - G - Timeless - YA126.4153,G-Timeless,"
      Gucci","EGP 82,070.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Sapphire Crystal,YA126.4153
Gucci - G - Timeless - YA126.4154,G-Timeless,"
      Gucci","EGP 79,310.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA126.4154
Gucci - G - Timeless - YA126.4155,G-Timeless,"
      Gucci","EGP 87,200.00",Women,Switzerland,Quartz,Stainless Steel - Yellow Gold,Stainless Steel - Yellow Gold,Scratch Resistant Sapphire,YA126.4155
Gucci - G - Timeless - YA126.4166,G-Timeless,"
      Gucci","EGP 71,110.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA126.4166
Gucci - G - Timeless - YA126.4176,G-Timeless,"
      Gucci","EGP 117,410.00",Unisex,Switzerland,Automatic,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA126.4176
Gucci - G - Timeless - YA126.4233,G-Timeless,"
      Gucci","EGP 93,470.00",Unisex,Switzerland,Quartz,Stainless Steel with yellow gold-plated bezel,Stainless Steel,Sapphire glass with anti reflective coating,YA126.4233
Gucci - G - Timeless - YA126.4234,G-Timeless,"
      Gucci","EGP 82,070.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Sapphire glass with anti reflective coating,YA126.4234
Gucci - Dive - YA136.204B,Dive,"
      Gucci","EGP 84,920.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Rubber,Scratch Resistant Sapphire,YA136.204B
Gucci - Dive XL - YA136.208A,Dive XL,"
      Gucci","EGP 91,190.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.208A
Gucci - Dive - YA136.301A,Dive,"
      Gucci","EGP 73,800.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.301A
Gucci - Dive - YA136.336,Dive,"
      Gucci","EGP 81,980.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.336
Gucci - Dive - YA136.339,Dive,"
      Gucci","EGP 76,550.00",Men,Switzerland,Quartz,Stainless Steel & Green Rubber Crown,Textile,Scratch Resistant Sapphire,YA136.339
Gucci - Dive Automatic - YA136.349,Dive Automatic,"
      Gucci","EGP 113,990.00",Men,Switzerland,Automatic,Stainless Steel & Uni-directional Bezel,Rubber,Scratch Resistant Sapphire,YA136.349
Gucci - Dive Automatic - YA136.352,Dive Automatic,"
      Gucci","EGP 103,280.00",Men,Switzerland,Automatic,Stainless Steel,Rubber,Scratch Resistant Sapphire,YA136.352
Gucci - Dive Automatic - YA136.353,Dive Automatic,"
      Gucci","EGP 120,830.00",Unisex,Switzerland,Quartz,Stainless Steel & Uni-directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.353
Gucci - Dive Automatic - YA136.353A,Dive Automatic,"
      Gucci","EGP 120,830.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire glass with anti reflective coating,YA136.353A
Gucci - Dive Automatic - YA136.354,Dive Automatic,"
      Gucci","EGP 117,630.00",Unisex,Switzerland,Automatic,Stainless Steel & Uni-directional Bezel,Stainless Steel,Sapphire Crystal Glass,YA136.354
Gucci - Dive Automatic - YA136.357,Gucci Automatic,"
      Gucci","EGP 131,190.00",Unisex,Switzerland,Automatic,Stainless Steel With Gold Plated Uni-directional Bezel,Stainless Steel,Sapphire glass with anti-reflective coating,YA136.357
Gucci - Dive Automatic - YA136.357A,Dive Automatic,"
      Gucci","EGP 131,190.00",Men,Switzerland,Automatic,Stainless Steel With Gold Plated Uni-directional Bezel,Stainless Steel,Sapphire glass with anti-reflective coating,YA136.357A
Gucci - Dive Automatic - YA136.359,Dive Automatic,"
      Gucci","EGP 102,490.00",Men,Switzerland,Automatic,Stainless Steel With Uni-directional Bezel,Stainless Steel,Sapphire glass with anti reflective coating,YA136.359
Gucci - Dive Automatic - YA136.360,Dive Automatic,"
      Gucci","EGP 102,490.00",Men,Switzerland,Automatic,Stainless Steel With Uni-directional Bezel,Stainless Steel,Sapphire glass with anti reflective coating,YA136.360
Gucci - Dive Automatic - YA136.362,Dive Automatic,"
      Gucci","EGP 109,330.00",Men,Switzerland,Automatic,Stainless Steel With Uni-directional Ceramic Bezel,Stainless Steel,Sapphire glass with anti-reflective coating,YA136.362
Frederique Constant - Classics Slimline Ladies Moonphase - FC - 206MPND1S3B,Classics Slimline Ladies Moonphase,"
      Frederique Constant","EGP 68,390.00",Women,Switzerland,Quartz,Stainless steel,Stainless steel,Mineral,FC-206MPND1S3B
Frederique Constant - Classics - FC - 220DGS5B6,Classics,"
      Frederique Constant","EGP 33,850.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Anti-Reflective Sapphire Crystal,FC-220DGS5B6
Frederique Constant Classics - FC - 220MS3B4,Classics,"
      Frederique Constant","EGP 42,310.00",Women,Switzerland,Quartz,Stainless steel,Calf leather with crocodile pattern,Sapphire crystal,FC-220MS3B4
Frederique Constant - Classics Slimline Gents Small Seconds - FC - 245M5S5,Classics Slimline Gents Small Seconds,"
      Frederique Constant","EGP 52,330.00",Men,Switzerland,Quartz,Stainless steel,Calf leather with crocodile pattern,Mineral,FC-245M5S5
Frederique Constant - Highlife Chronograph Automatic - FC - 391WN4NH6,Highlife Chronograph Automatic,"
      Frederique Constant","EGP 204,900.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with nubuck finishing and crocodile pattern,Sapphire Crystal,FC-391WN4NH6
Frederique Constant - Classics Slimline Heart Beat Automatic - FC - 312S4S6,Classics Slimline Heart Beat Automatic,"
      Frederique Constant","EGP 109,660.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-312S4S6
Frederique Constant - Classics Slimline Heart Beat Automatic - FC - 312N4S6,Classics Slimline Heart Beat Automatic,"
      Frederique Constant","EGP 103,680.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-312S4S6
Frederique Constant - Highlife Heart Beat Automatic - FC - 310N4NH6B,Highlife Heart Beat Automatic,"
      Frederique Constant","EGP 119,690.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-310N4NH6B
Frederique Constant - Quartz Chronograph Triple Calendar - FC - 296SW5B4,Quartz Chronograph Triple Calendar,"
      Frederique Constant","EGP 74,090.00",Men,Switzerland,Quartz,Rose gold - Stainless steel,Calf leather with crocodile pattern,Unknown,FC-296SW5B4
Frederique Constant - Automatic Cosc - FC - 303BL3NH6B,Automatic Cosc,"
      Frederique Constant","EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303BL3NH6B
Frederique Constant - Highlife Automatic Cosc - FC - 303C3NH6B,Highlife Automatic Cosc,"
      Frederique Constant","EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303C3NH6B
Frederique Constant - Highlife Automatic Cosc - FC - 303GO3NH6B,Highlife Automatic Cosc,"
      Frederique Constant","EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303C3NH6B
Frederique Constant - Classics Automatic - FC - 303MCK5B6,Classics Automatic,"
      Frederique Constant","EGP 55,850.00",Men,Switzerland,AUTOMATIC,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-303MCK5B6
Frederique Constant - Classics Index Automatic - FC - 303NS5B6,Classics Index Automatic,"
      Frederique Constant","EGP 56,990.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with nubuck finishing and crocodile pattern,Unknown,FC-303NS5B6
Frederique Constant - Classics Index Automatic - FC - 303NV5B4,Classics Index Automatic,"
      Frederique Constant","EGP 74,090.00",Men,Switzerland,Automatic,Stainless steel - Rose gold,Calf leather with nubuck finishing and crocodile pattern,Unknown,FC-303NV5B4
Frederique Constant - Runabout Automatic - FC - 303RMB5B6,Runabout Automatic,"
      Frederique Constant","EGP 84,620.00",Men,Switzerland,Automatic,Stainless steel,Leather,Unknown,FC-303RMB5B6
Frederique Constant - Highlife Automatic Cosc - FC - 303N3NH4,Highlife Automatic Cosc,"
      Frederique Constant","EGP 137,930.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with nubuck finishing and crocodile pattern,Unknown,FC-303N3NH4
Frederique Constant - Runabout Automatic - FC - 303RMS5B4,Runabout Automatic,"
      Frederique Constant","EGP 105,780.00",Men,Switzerland,Automatic,Stainless Steel - Rose Gold,Leather - Folding buckle with push buttons,Sapphire Crystal - Anti-reflective coating deflects light,FC-303RMS5B4
Frederique Constant - Highlife Automatic Cosc - FC - 303S3NH26B,Highlife Automatic Cosc,"
      Frederique Constant","EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303S3NH26B
Frederique Constant - Highlife Automatic Cosc - FC - 303V4NH2B,Highlife Automatic Cosc,"
      Frederique Constant","EGP 137,930.00",Men,Switzerland,Automatic,Stainless steel - Rose gold,Stainless steel & Rose gold,Unknown,FC-303V4NH2B
Frederique Constant - Highlife Ladies Automatic - FC - 303VD2NH5B,Highlife Ladies Automatic,"
      Frederique Constant","EGP 143,630.00",Women,Switzerland,Automatic,Stainless steel - Yellow gold,Stainless steel - Yellow gold,Unknown,FC-303VD2NH5B
Frederique Constant - Classics Heart Beat Automatic - FC - 310MCK5B6,Classics Heart Beat Automatic,"
      Frederique Constant","EGP 79,790.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-310MCK5B6
Frederique Constant - Ladies Automatic Heart Beat - FC - 310MPGRD2NH4B,Ladies Automatic Heart Beat,"
      Frederique Constant","EGP 155,030.00",Women,Switzerland,Automatic,Stainless steel Rose gold,Stainless steel Rose gold,Unknown,FC-310MPGRD2NH4B
